datetime,value
2014-01-05 00:00:00+00:00,10.210739824324733
2014-01-12 00:00:00+00:00,10.259711769912903
2014-01-19 00:00:00+00:00,10.320215059271895
2014-01-26 00:00:00+00:00,10.328172069867842
2014-02-02 00:00:00+00:00,10.326311958932749
2014-02-09 00:00:00+00:00,10.333236039942456
2014-02-16 00:00:00+00:00,10.319550962408476
2014-02-23 00:00:00+00:00,10.29918083204648
2014-03-02 00:00:00+00:00,10.300195413088346
2014-03-09 00:00:00+00:00,10.26543119663289
2014-03-16 00:00:00+00:00,10.240966297763691
2014-03-23 00:00:00+00:00,10.20143914552405
2014-03-30 00:00:00+00:00,10.255847436089361
2014-04-06 00:00:00+00:00,10.23174691099805
2014-04-13 00:00:00+00:00,10.183396898738426
2014-04-20 00:00:00+00:00,10.084050661057283
2014-04-27 00:00:00+00:00,10.14602604612461
2014-05-04 00:00:00+00:00,10.117287308461785
2014-05-11 00:00:00+00:00,10.179624252270226
2014-05-18 00:00:00+00:00,10.176227443351024
2014-05-25 00:00:00+00:00,10.175657823560599
2014-06-01 00:00:00+00:00,10.174200795655118
2014-06-08 00:00:00+00:00,10.193803801306613
2014-06-15 00:00:00+00:00,10.233043958462389
2014-06-22 00:00:00+00:00,10.220248582001942
2014-06-29 00:00:00+00:00,10.204008504504923
2014-07-06 00:00:00+00:00,10.220003838032834
2014-07-13 00:00:00+00:00,10.223895001609865
2014-07-20 00:00:00+00:00,10.28251891344941
2014-07-27 00:00:00+00:00,10.267283505411607
2014-08-03 00:00:00+00:00,10.231362564551718
2014-08-10 00:00:00+00:00,10.230331671127274
2014-08-17 00:00:00+00:00,10.170062034991016
2014-08-24 00:00:00+00:00,10.186807483297734
2014-08-31 00:00:00+00:00,10.275600048312151
2014-09-07 00:00:00+00:00,10.302608604741428
2014-09-14 00:00:00+00:00,10.263558113724585
2014-09-21 00:00:00+00:00,10.242345051566227
2014-09-28 00:00:00+00:00,10.184194836771976
2014-10-05 00:00:00+00:00,10.191752565164311
2014-10-12 00:00:00+00:00,10.185561967137327
2014-10-19 00:00:00+00:00,10.178544767277154
2014-10-26 00:00:00+00:00,10.180455438483184
2014-11-02 00:00:00+00:00,10.16776680154156
2014-11-09 00:00:00+00:00,10.207723150884593
2014-11-16 00:00:00+00:00,10.244316462778833
2014-11-23 00:00:00+00:00,10.250422227584911
2014-11-30 00:00:00+00:00,10.242686616451618
2014-12-07 00:00:00+00:00,10.26696524273829
2014-12-14 00:00:00+00:00,10.299753733924254
2014-12-21 00:00:00+00:00,10.300322338487188
2014-12-28 00:00:00+00:00,10.184915473070722
2015-01-04 00:00:00+00:00,10.218943540942211
2015-01-11 00:00:00+00:00,10.28660888872245
2015-01-18 00:00:00+00:00,10.342273000680247
2015-01-25 00:00:00+00:00,10.382384769060518
2015-02-01 00:00:00+00:00,10.351014077239773
2015-02-08 00:00:00+00:00,10.396285458635797
2015-02-15 00:00:00+00:00,10.36656571832559
2015-02-22 00:00:00+00:00,10.327173674221703
2015-03-01 00:00:00+00:00,10.30619486008289
2015-03-08 00:00:00+00:00,10.25850532551413
2015-03-15 00:00:00+00:00,10.248827314797172
2015-03-22 00:00:00+00:00,10.273064633948854
2015-03-29 00:00:00+00:00,10.2723039413102
2015-04-05 00:00:00+00:00,10.109489183731375
2015-04-12 00:00:00+00:00,10.183990606377126
2015-04-19 00:00:00+00:00,10.19495790170764
2015-04-26 00:00:00+00:00,10.181680699575638
2015-05-03 00:00:00+00:00,10.149215572521072
2015-05-10 00:00:00+00:00,10.196796916802047
2015-05-17 00:00:00+00:00,10.214807856420165
2015-05-24 00:00:00+00:00,10.196542405303193
2015-05-31 00:00:00+00:00,10.205139448177068
2015-06-07 00:00:00+00:00,10.238754201617526
2015-06-14 00:00:00+00:00,10.234012469072661
2015-06-21 00:00:00+00:00,10.218331565776946
2015-06-28 00:00:00+00:00,10.264242841090345
2015-07-05 00:00:00+00:00,10.336810377727641
2015-07-12 00:00:00+00:00,10.362682481643102
2015-07-19 00:00:00+00:00,10.364652633463043
2015-07-26 00:00:00+00:00,10.364959040630652
2015-08-02 00:00:00+00:00,10.315735031560003
2015-08-09 00:00:00+00:00,10.28925200037152
2015-08-16 00:00:00+00:00,10.21996798155273
2015-08-23 00:00:00+00:00,10.211001466668268
2015-08-30 00:00:00+00:00,10.251433187232422
2015-09-06 00:00:00+00:00,10.24316528240781
2015-09-13 00:00:00+00:00,10.195625234595756
2015-09-20 00:00:00+00:00,10.196735357523252
2015-09-27 00:00:00+00:00,10.203059191410514
2015-10-04 00:00:00+00:00,10.19640615083974
2015-10-11 00:00:00+00:00,10.19015158463921
2015-10-18 00:00:00+00:00,10.162980023356111
2015-10-25 00:00:00+00:00,10.19347982644022
2015-11-01 00:00:00+00:00,10.197274908093835
2015-11-08 00:00:00+00:00,10.196824846595279
2015-11-15 00:00:00+00:00,10.199250133612162
2015-11-22 00:00:00+00:00,10.232780700958637
2015-11-29 00:00:00+00:00,10.292282807590489
2015-12-06 00:00:00+00:00,10.296953008813674
2015-12-13 00:00:00+00:00,10.245611623294932
2015-12-20 00:00:00+00:00,10.287938561717368
2015-12-27 00:00:00+00:00,10.17454359650864
2016-01-03 00:00:00+00:00,10.139561039673326
2016-01-10 00:00:00+00:00,10.226495076870885
2016-01-17 00:00:00+00:00,10.322087612151732
2016-01-24 00:00:00+00:00,10.329053899851134
2016-01-31 00:00:00+00:00,10.298289228703435
2016-02-07 00:00:00+00:00,10.292993413883565
2016-02-14 00:00:00+00:00,10.298157599098658
2016-02-21 00:00:00+00:00,10.336125515318223
2016-02-28 00:00:00+00:00,10.309381008043884
2016-03-06 00:00:00+00:00,10.30023717849334
2016-03-13 00:00:00+00:00,10.321353134544458
2016-03-20 00:00:00+00:00,10.299664453462139
2016-03-27 00:00:00+00:00,10.185402917840971
2016-04-03 00:00:00+00:00,10.221126088558547
2016-04-10 00:00:00+00:00,10.250579188191224
2016-04-17 00:00:00+00:00,10.239726697934735
2016-04-24 00:00:00+00:00,10.219611587892677
2016-05-01 00:00:00+00:00,10.193128196804762
2016-05-08 00:00:00+00:00,10.181620118183929
2016-05-15 00:00:00+00:00,10.197047369238781
2016-05-22 00:00:00+00:00,10.177255450335775
2016-05-29 00:00:00+00:00,10.191407394337585
2016-06-05 00:00:00+00:00,10.195822251975473
2016-06-12 00:00:00+00:00,10.24617847280752
2016-06-19 00:00:00+00:00,10.23063981337268
2016-06-26 00:00:00+00:00,10.239966804438856
2016-07-03 00:00:00+00:00,10.28838113464665
2016-07-10 00:00:00+00:00,10.315813594329068
2016-07-17 00:00:00+00:00,10.298847943535556
2016-07-24 00:00:00+00:00,10.315903841932691
2016-07-31 00:00:00+00:00,10.32344619419239
2016-08-07 00:00:00+00:00,10.293326039778233
2016-08-14 00:00:00+00:00,10.23255488941331
2016-08-21 00:00:00+00:00,10.229365531498322
2016-08-28 00:00:00+00:00,10.288324085203977
2016-09-04 00:00:00+00:00,10.325325985040015
2016-09-11 00:00:00+00:00,10.345831048088103
2016-09-18 00:00:00+00:00,10.23868435169957
2016-09-25 00:00:00+00:00,10.219090941013624
2016-10-02 00:00:00+00:00,10.222225550606291
2016-10-09 00:00:00+00:00,10.217802717160163
2016-10-16 00:00:00+00:00,10.166236930566809
2016-10-23 00:00:00+00:00,10.211756185707618
2016-10-30 00:00:00+00:00,10.2069670652241
2016-11-06 00:00:00+00:00,10.167995541697797
2016-11-13 00:00:00+00:00,10.256441484867775
2016-11-20 00:00:00+00:00,10.27229262119236
2016-11-27 00:00:00+00:00,10.300693081872934
2016-12-04 00:00:00+00:00,10.30568731536116
2016-12-11 00:00:00+00:00,10.219407014499541
2016-12-18 00:00:00+00:00,10.324272735808705
2016-12-25 00:00:00+00:00,10.282470187453384
2017-01-01 00:00:00+00:00,10.19921961438358
2017-01-08 00:00:00+00:00,10.26670462638881
2017-01-15 00:00:00+00:00,10.353914581766974
2017-01-22 00:00:00+00:00,10.399640823755833
2017-01-29 00:00:00+00:00,10.374743807137298
2017-02-05 00:00:00+00:00,10.31443548604707
2017-02-12 00:00:00+00:00,10.318729578170029
2017-02-19 00:00:00+00:00,10.294822142668709
2017-02-26 00:00:00+00:00,10.280171563517534
2017-03-05 00:00:00+00:00,10.2754313390803
2017-03-12 00:00:00+00:00,10.229466970977612
2017-03-19 00:00:00+00:00,10.229036220902506
2017-03-26 00:00:00+00:00,10.258509846879285
2017-04-02 00:00:00+00:00,10.234129867539874
2017-04-09 00:00:00+00:00,10.211546608785067
2017-04-16 00:00:00+00:00,10.10496222666885
2017-04-23 00:00:00+00:00,10.175552740858318
2017-04-30 00:00:00+00:00,10.207132827039253
2017-05-07 00:00:00+00:00,10.1672518209728
2017-05-14 00:00:00+00:00,10.199628280727923
2017-05-21 00:00:00+00:00,10.200673869796548
2017-05-28 00:00:00+00:00,10.237638573978014
2017-06-04 00:00:00+00:00,10.23272781273713
2017-06-11 00:00:00+00:00,10.252479901045485
2017-06-18 00:00:00+00:00,10.362712441175798
2017-06-25 00:00:00+00:00,10.371127682832071
2017-07-02 00:00:00+00:00,10.268785936671783
2017-07-09 00:00:00+00:00,10.282338428619807
2017-07-16 00:00:00+00:00,10.357497991367516
2017-07-23 00:00:00+00:00,10.340586926155076
2017-07-30 00:00:00+00:00,10.323431983562566
2017-08-06 00:00:00+00:00,10.3405561361543
2017-08-13 00:00:00+00:00,10.246558786959053
2017-08-20 00:00:00+00:00,10.243856241406103
2017-08-27 00:00:00+00:00,10.309397072460742
2017-09-03 00:00:00+00:00,10.256382374697484
2017-09-10 00:00:00+00:00,10.272049379218233
2017-09-17 00:00:00+00:00,10.23633673722521
2017-09-24 00:00:00+00:00,10.232102827610028
2017-10-01 00:00:00+00:00,10.23671427163918
2017-10-08 00:00:00+00:00,10.2409103363938
2017-10-15 00:00:00+00:00,10.183893290965266
2017-10-22 00:00:00+00:00,10.213397421053365
2017-10-29 00:00:00+00:00,10.209784097770077
2017-11-05 00:00:00+00:00,10.186587565989866
2017-11-12 00:00:00+00:00,10.253088332083868
2017-11-19 00:00:00+00:00,10.29529875780498
2017-11-26 00:00:00+00:00,10.303242439908754
2017-12-03 00:00:00+00:00,10.357176684490788
2017-12-10 00:00:00+00:00,10.319896787423845
2017-12-17 00:00:00+00:00,10.352568178214586
2017-12-24 00:00:00+00:00,10.339715629197931
2017-12-31 00:00:00+00:00,10.196863022216384
2018-01-07 00:00:00+00:00,10.216495203589329
2018-01-14 00:00:00+00:00,10.37802028242379
2018-01-21 00:00:00+00:00,10.349189245750651
2018-01-28 00:00:00+00:00,10.332300970916782
2018-02-04 00:00:00+00:00,10.358010772031836
2018-02-11 00:00:00+00:00,10.404599844743352
2018-02-18 00:00:00+00:00,10.353231783515039
2018-02-25 00:00:00+00:00,10.341445780469126
2018-03-04 00:00:00+00:00,10.356232835517252
2018-03-11 00:00:00+00:00,10.31753625171052
2018-03-18 00:00:00+00:00,10.307190526987736
2018-03-25 00:00:00+00:00,10.341514122781552
2018-04-01 00:00:00+00:00,10.204150116863218
2018-04-08 00:00:00+00:00,10.236784437015517
2018-04-15 00:00:00+00:00,10.284584747317536
2018-04-22 00:00:00+00:00,10.218749724181166
2018-04-29 00:00:00+00:00,10.202120383464262
2018-05-06 00:00:00+00:00,10.167723766498575
2018-05-13 00:00:00+00:00,10.207683704340822
2018-05-20 00:00:00+00:00,10.203788186909499
2018-05-27 00:00:00+00:00,10.20433866961857
2018-06-03 00:00:00+00:00,10.19362709400732
2018-06-10 00:00:00+00:00,10.199326704360075
2018-06-17 00:00:00+00:00,10.228966011253958
2018-06-24 00:00:00+00:00,10.2928465005272
2018-07-01 00:00:00+00:00,10.304427025334983
2018-07-08 00:00:00+00:00,10.295847485814939
2018-07-15 00:00:00+00:00,10.321568087765037
2018-07-22 00:00:00+00:00,10.30759204627479
2018-07-29 00:00:00+00:00,10.31727865054842
2018-08-05 00:00:00+00:00,10.355154033346201
2018-08-12 00:00:00+00:00,10.3187712970385
2018-08-19 00:00:00+00:00,10.21520381093271
2018-08-26 00:00:00+00:00,10.276406853461525
2018-09-02 00:00:00+00:00,10.33955718896025
