datetime,value,percentage,ano,mes,hora,min
2014-01-05 00:00:00+00:00,27193.678694158076,0.3344420898028886,2014.0,1.0,11.618556701030927,25.0
2014-01-12 00:00:00+00:00,28558.553571428572,0.33347480417790154,2014.0,1.0,11.5,25.0
2014-01-19 00:00:00+00:00,30339.781746031746,0.3332169563283263,2014.0,1.0,11.5,25.0
2014-01-26 00:00:00+00:00,30582.15873015873,0.33304677141885386,2014.0,1.0,11.5,25.0
2014-02-02 00:00:00+00:00,30525.325396825396,0.3331330702527276,2014.0,1.2857142857142858,11.5,25.0
2014-02-09 00:00:00+00:00,30737.41865079365,0.3333426145953017,2014.0,2.0,11.5,25.0
2014-02-16 00:00:00+00:00,30319.63988095238,0.33326361507444846,2014.0,2.0,11.5,25.0
2014-02-23 00:00:00+00:00,29708.272817460318,0.33322823560583026,2014.0,2.0,11.5,25.0
2014-03-02 00:00:00+00:00,29738.429563492064,0.33332701870638703,2014.0,2.2857142857142856,11.5,25.0
2014-03-09 00:00:00+00:00,28722.36011904762,0.3333000220874757,2014.0,3.0,11.5,25.0
2014-03-16 00:00:00+00:00,28028.196428571428,0.33311966477816496,2014.0,3.0,11.5,25.0
2014-03-23 00:00:00+00:00,26941.931547619046,0.33307418675156225,2014.0,3.0,11.5,25.0
2014-03-30 00:00:00+00:00,28448.406746031746,0.33381914382124983,2014.0,3.0,11.5,25.0
2014-04-06 00:00:00+00:00,27770.98115079365,0.333463617352927,2014.0,3.857142857142857,11.5,25.0
2014-04-13 00:00:00+00:00,26460.197420634922,0.3333333800847958,2014.0,4.0,11.5,25.0
2014-04-20 00:00:00+00:00,23957.834325396827,0.33372838855570297,2014.0,4.0,11.5,25.0
2014-04-27 00:00:00+00:00,25489.60615079365,0.33349588798178553,2014.0,4.0,11.5,25.0
2014-05-04 00:00:00+00:00,24767.493055555555,0.3336558047762836,2014.0,4.571428571428571,11.5,25.0
2014-05-11 00:00:00+00:00,26360.560515873014,0.33281507269202515,2014.0,5.0,11.5,25.0
2014-05-18 00:00:00+00:00,26271.170634920636,0.3332479113030592,2014.0,5.0,11.5,25.0
2014-05-25 00:00:00+00:00,26256.210317460318,0.33340116590344243,2014.0,5.0,11.5,25.0
2014-06-01 00:00:00+00:00,26217.98214285714,0.33328499263142536,2014.0,5.142857142857143,11.5,25.0
2014-06-08 00:00:00+00:00,26737.00396825397,0.3333200304894509,2014.0,6.0,11.5,25.0
2014-06-15 00:00:00+00:00,27807.0248015873,0.33336688423291383,2014.0,6.0,11.5,25.0
2014-06-22 00:00:00+00:00,27453.490079365078,0.33291794008278713,2014.0,6.0,11.5,25.0
2014-06-29 00:00:00+00:00,27011.244047619046,0.3334898999276649,2014.0,6.0,11.5,25.0
2014-07-06 00:00:00+00:00,27446.771825396827,0.3333602630568652,2014.0,6.857142857142857,11.5,25.0
2014-07-13 00:00:00+00:00,27553.779761904763,0.3333610752616102,2014.0,7.0,11.5,25.0
2014-07-20 00:00:00+00:00,29217.376984126986,0.33314376852464006,2014.0,7.0,11.5,25.0
2014-07-27 00:00:00+00:00,28775.612103174604,0.33310195665441417,2014.0,7.0,11.5,25.0
2014-08-03 00:00:00+00:00,27760.309523809523,0.33324242338175963,2014.0,7.428571428571429,11.5,25.0
2014-08-10 00:00:00+00:00,27731.70634920635,0.33353920667251813,2014.0,8.0,11.5,25.0
2014-08-17 00:00:00+00:00,26109.696428571428,0.33336156131206796,2014.0,8.0,11.5,25.0
2014-08-24 00:00:00+00:00,26550.59623015873,0.33338952870988786,2014.0,8.0,11.5,25.0
2014-08-31 00:00:00+00:00,29015.92361111111,0.3333883631730802,2014.0,8.0,11.5,25.0
2014-09-07 00:00:00+00:00,29810.280753968254,0.3329546388485716,2014.0,9.0,11.5,25.0
2014-09-14 00:00:00+00:00,28668.61111111111,0.3331296738036601,2014.0,9.0,11.5,25.0
2014-09-21 00:00:00+00:00,28066.867063492064,0.333347988676905,2014.0,9.0,11.5,25.0
2014-09-28 00:00:00+00:00,26481.319444444445,0.333479192848014,2014.0,9.0,11.5,25.0
2014-10-05 00:00:00+00:00,26682.21626984127,0.3333032895632336,2014.0,9.714285714285714,11.5,25.0
2014-10-12 00:00:00+00:00,26517.54761904762,0.3336789385649191,2014.0,10.0,11.5,25.0
2014-10-19 00:00:00+00:00,26332.12003968254,0.3336809217764397,2014.0,10.0,11.5,25.0
2014-10-26 00:00:00+00:00,26382.48015873016,0.33359343263350194,2014.0,10.0,11.5,25.0
2014-11-02 00:00:00+00:00,26049.8373015873,0.33392122222718257,2014.0,10.285714285714286,11.5,25.0
2014-11-09 00:00:00+00:00,27111.76785714286,0.33393008081184145,2014.0,11.0,11.5,25.0
2014-11-16 00:00:00+00:00,28122.252976190477,0.33416743729509074,2014.0,11.0,11.5,25.0
2014-11-23 00:00:00+00:00,28294.48611111111,0.3333518115472475,2014.0,11.0,11.5,25.0
2014-11-30 00:00:00+00:00,28076.45535714286,0.3330885414449022,2014.0,11.0,11.5,25.0
2014-12-07 00:00:00+00:00,28766.45535714286,0.3334153489142121,2014.0,12.0,11.5,25.0
2014-12-14 00:00:00+00:00,29725.29761904762,0.33377516764285153,2014.0,12.0,11.5,25.0
2014-12-21 00:00:00+00:00,29742.204365079364,0.3330949803019369,2014.0,12.0,11.5,25.0
2014-12-28 00:00:00+00:00,26500.409722222223,0.3340672266065644,2014.0,12.0,11.5,25.0
2015-01-04 00:00:00+00:00,27417.685515873014,0.3338950984218266,2014.5714285714287,5.714285714285714,11.5,25.0
2015-01-11 00:00:00+00:00,29337.12003968254,0.33355872381021817,2015.0,1.0,11.5,25.0
2015-01-18 00:00:00+00:00,31016.450396825396,0.3332988357383742,2015.0,1.0,11.5,25.0
2015-01-25 00:00:00+00:00,32285.864087301587,0.33351389875390847,2015.0,1.0,11.5,25.0
2015-02-01 00:00:00+00:00,31288.755952380954,0.3335991452344521,2015.0,1.1428571428571428,11.5,25.0
2015-02-08 00:00:00+00:00,32737.79365079365,0.3333044175675436,2015.0,2.0,11.5,25.0
2015-02-15 00:00:00+00:00,31779.150793650795,0.33349693696553245,2015.0,2.0,11.5,25.0
2015-02-22 00:00:00+00:00,30551.640873015873,0.3335765316142837,2015.0,2.0,11.5,25.0
2015-03-01 00:00:00+00:00,29917.37996031746,0.3334309969412525,2015.0,2.142857142857143,11.5,25.0
2015-03-08 00:00:00+00:00,28524.12003968254,0.33321656144082756,2015.0,3.0,11.5,25.0
2015-03-15 00:00:00+00:00,28249.39484126984,0.33352874517445835,2015.0,3.0,11.5,25.0
2015-03-22 00:00:00+00:00,28942.449404761905,0.3337528541300298,2015.0,3.0,11.5,25.0
2015-03-29 00:00:00+00:00,28920.44146825397,0.33323980278406884,2015.0,3.0,11.5,25.0
2015-04-05 00:00:00+00:00,24575.104166666668,0.3335422005588506,2015.0,3.7142857142857144,11.5,25.0
2015-04-12 00:00:00+00:00,26475.911706349205,0.33353678693513195,2015.0,4.0,11.5,25.0
2015-04-19 00:00:00+00:00,26767.87896825397,0.33315709394050375,2015.0,4.0,11.5,25.0
2015-04-26 00:00:00+00:00,26414.825396825396,0.41533394460767803,2015.0,4.0,11.5,25.0
2015-05-03 00:00:00+00:00,25571.035714285714,0.3873008929938378,2015.0,4.428571428571429,11.5,25.0
2015-05-10 00:00:00+00:00,26817.150793650795,0.33295815160361275,2015.0,5.0,11.5,25.0
2015-05-17 00:00:00+00:00,27304.52876984127,0.3329823093262582,2015.0,5.0,11.5,25.0
2015-05-24 00:00:00+00:00,26810.32638888889,0.3334599221320917,2015.0,5.0,11.5,25.0
2015-05-31 00:00:00+00:00,27041.809523809523,0.3332491339690478,2015.0,5.0,11.5,25.0
2015-06-07 00:00:00+00:00,27966.26388888889,0.33344867196083905,2015.0,6.0,11.5,25.0
2015-06-14 00:00:00+00:00,27833.969246031746,0.33314263535664224,2015.0,6.0,11.5,25.0
2015-06-21 00:00:00+00:00,27400.911706349205,0.3334981847756089,2015.0,6.0,11.5,25.0
2015-06-28 00:00:00+00:00,28688.248015873014,0.6623298404712963,2015.0,6.0,11.5,25.0
2015-07-05 00:00:00+00:00,30847.48115079365,0.33329733405014667,2015.0,6.714285714285714,11.5,25.0
2015-07-12 00:00:00+00:00,31655.984126984127,0.3333988508559304,2015.0,7.0,11.5,25.0
2015-07-19 00:00:00+00:00,31718.4126984127,0.33331105466135863,2015.0,7.0,11.5,25.0
2015-07-26 00:00:00+00:00,31728.132936507936,0.3333810246280566,2015.0,7.0,11.5,25.0
2015-08-02 00:00:00+00:00,30204.1626984127,0.33310906738454793,2015.0,7.285714285714286,11.5,25.0
2015-08-09 00:00:00+00:00,29414.76388888889,0.33341966897119196,2015.0,8.0,11.5,25.0
2015-08-16 00:00:00+00:00,27445.7876984127,0.3332863775857238,2015.0,8.0,11.5,25.0
2015-08-23 00:00:00+00:00,27200.79464285714,0.3334796477745929,2015.0,8.0,11.5,25.0
2015-08-30 00:00:00+00:00,28323.10515873016,0.33330147161061274,2015.0,8.0,11.5,25.0
2015-09-06 00:00:00+00:00,28089.897817460318,0.6634110760246757,2015.0,8.857142857142858,11.5,25.0
2015-09-13 00:00:00+00:00,26785.748015873014,0.3335348139099619,2015.0,9.0,11.5,25.0
2015-09-20 00:00:00+00:00,26815.5,0.33347080512292837,2015.0,9.0,11.5,25.0
2015-09-27 00:00:00+00:00,26985.614087301587,0.33337293753821096,2015.0,9.0,11.5,25.0
2015-10-04 00:00:00+00:00,26806.67361111111,0.33363866151322524,2015.0,9.571428571428571,11.5,25.0
2015-10-11 00:00:00+00:00,26639.532738095237,0.3336257366709686,2015.0,10.0,11.5,25.0
2015-10-18 00:00:00+00:00,25925.440476190477,0.33389857517736693,2015.0,10.0,11.5,25.0
2015-10-25 00:00:00+00:00,26728.343253968254,0.3336763035864909,2015.0,10.0,11.5,25.0
2015-11-01 00:00:00+00:00,26829.972222222223,0.33409958376220517,2015.0,10.142857142857142,11.5,25.0
2015-11-08 00:00:00+00:00,26817.8998015873,0.33361061509054335,2015.0,11.0,11.5,25.0
2015-11-15 00:00:00+00:00,26883.01984126984,0.3337190944886542,2015.0,11.0,11.5,25.0
2015-11-22 00:00:00+00:00,27799.70535714286,0.333820726206161,2015.0,11.0,11.5,25.0
2015-11-29 00:00:00+00:00,29504.049603174604,0.33372023282332314,2015.0,11.0,11.5,25.0
2015-12-06 00:00:00+00:00,29642.161706349205,0.33339906349364,2015.0,11.857142857142858,11.5,25.0
2015-12-13 00:00:00+00:00,28158.699404761905,0.3333314790597842,2015.0,12.0,11.5,25.0
2015-12-20 00:00:00+00:00,29376.154761904763,0.33340247116482025,2015.0,12.0,11.5,25.0
2015-12-27 00:00:00+00:00,26226.97123015873,0.3335151890583404,2015.0,12.0,11.5,25.0
2016-01-03 00:00:00+00:00,25325.347222222223,0.33371266827393486,2015.4285714285713,7.285714285714286,11.5,25.0
2016-01-10 00:00:00+00:00,27625.51488095238,0.3339703647521436,2016.0,1.0,11.5,25.0
2016-01-17 00:00:00+00:00,30396.647817460318,0.33361917760580523,2016.0,1.0,11.5,25.0
2016-01-24 00:00:00+00:00,30609.13888888889,0.6642615864305355,2016.0,1.0,11.5,25.0
2016-01-31 00:00:00+00:00,29681.796626984127,0.33333643631197124,2016.0,1.0,11.5,25.0
2016-02-07 00:00:00+00:00,29525.022817460318,0.6656885067079957,2016.0,2.0,11.5,25.0
2016-02-14 00:00:00+00:00,29677.88988095238,0.3339507151197352,2016.0,2.0,11.5,25.0
2016-02-21 00:00:00+00:00,30826.362103174604,0.33341868834273014,2016.0,2.0,11.5,25.0
2016-02-28 00:00:00+00:00,30012.853174603173,0.33377541646851716,2016.0,2.0,11.5,25.0
2016-03-06 00:00:00+00:00,29739.671626984127,0.3338868641293063,2016.0,2.857142857142857,11.5,25.0
2016-03-13 00:00:00+00:00,30374.33035714286,0.6636708592071031,2016.0,3.0,11.5,25.0
2016-03-20 00:00:00+00:00,29722.64384920635,0.3335393514495873,2016.0,3.0,11.5,25.0
2016-03-27 00:00:00+00:00,26513.33035714286,0.3339459272802828,2016.0,3.0,11.5,25.0
2016-04-03 00:00:00+00:00,27477.59126984127,0.33390061738043164,2016.0,3.4285714285714284,11.5,25.0
2016-04-10 00:00:00+00:00,28298.927579365078,0.3337077352619074,2016.0,4.0,11.5,25.0
2016-04-17 00:00:00+00:00,27993.474206349205,0.3337445533744705,2016.0,4.0,11.5,25.0
2016-04-24 00:00:00+00:00,27436.007936507936,0.3333990907188357,2016.0,4.0,11.5,25.0
2016-05-01 00:00:00+00:00,26718.946428571428,0.3335496230972226,2016.0,4.142857142857143,11.5,25.0
2016-05-08 00:00:00+00:00,26413.2251984127,0.3335864400304237,2016.0,5.0,11.5,25.0
2016-05-15 00:00:00+00:00,26823.868055555555,0.3334762860911681,2016.0,5.0,11.5,25.0
2016-05-22 00:00:00+00:00,26298.19146825397,0.33367017097745744,2016.0,5.0,11.5,25.0
2016-05-29 00:00:00+00:00,26673.007936507936,0.3336418376976146,2016.0,5.0,11.5,25.0
2016-06-05 00:00:00+00:00,26791.025793650795,0.3334350752766336,2016.0,5.714285714285714,11.5,25.0
2016-06-12 00:00:00+00:00,28174.665674603173,0.3333535012202516,2016.0,6.0,11.5,25.0
2016-06-19 00:00:00+00:00,27740.252976190477,0.3333864984332194,2016.0,6.0,11.5,25.0
2016-06-26 00:00:00+00:00,28000.196428571428,0.33339565329845444,2016.0,6.0,11.5,25.0
2016-07-03 00:00:00+00:00,29389.15873015873,0.33363718638291134,2016.0,6.428571428571429,11.5,25.0
2016-07-10 00:00:00+00:00,30206.535714285714,0.6644858242879663,2016.0,7.0,11.5,25.0
2016-07-17 00:00:00+00:00,29698.384920634922,0.333303123557483,2016.0,7.0,11.5,25.0
2016-07-24 00:00:00+00:00,30209.261904761905,0.33357292819598794,2016.0,7.0,11.5,25.0
2016-07-31 00:00:00+00:00,30437.972222222223,0.33344305532618673,2016.0,7.0,11.5,25.0
2016-08-07 00:00:00+00:00,29534.845238095237,0.33333197898086814,2016.0,8.0,11.5,25.0
2016-08-14 00:00:00+00:00,27793.428571428572,0.3334324417594766,2016.0,8.0,11.5,25.0
2016-08-21 00:00:00+00:00,27704.926587301587,0.33354642960142805,2016.0,8.0,11.5,25.0
2016-08-28 00:00:00+00:00,29387.48214285714,0.3335034002983912,2016.0,8.0,11.5,25.0
2016-09-04 00:00:00+00:00,30495.243055555555,0.33362811222584016,2016.0,8.571428571428571,11.5,25.0
2016-09-11 00:00:00+00:00,31127.00496031746,0.33325467015570825,2016.0,9.0,11.5,25.0
2016-09-18 00:00:00+00:00,27964.310515873014,0.3334519291450652,2016.0,9.0,11.5,25.0
2016-09-25 00:00:00+00:00,27421.727182539682,0.33334936033490625,2016.0,9.0,11.5,25.0
2016-10-02 00:00:00+00:00,27507.818452380954,0.33356724717439384,2016.0,9.285714285714286,11.5,25.0
2016-10-09 00:00:00+00:00,27386.424603174604,0.3334443369937829,2016.0,10.0,11.5,25.0
2016-10-16 00:00:00+00:00,26010.01488095238,0.3332510984520402,2016.0,10.0,11.5,25.0
2016-10-23 00:00:00+00:00,27221.33134920635,0.3335150824455322,2016.0,10.0,11.5,25.0
2016-10-30 00:00:00+00:00,27091.276785714286,0.33371279222664246,2016.0,10.0,11.5,25.0
2016-11-06 00:00:00+00:00,26055.796626984127,0.33371967349135695,2016.0,10.857142857142858,11.5,25.0
2016-11-13 00:00:00+00:00,28465.31150793651,0.6558113066766329,2016.0,11.0,11.5,25.0
2016-11-20 00:00:00+00:00,28920.114087301587,0.3337266491912864,2016.0,11.0,11.5,25.0
2016-11-27 00:00:00+00:00,29753.233134920636,0.3335027025089071,2016.0,11.0,11.5,25.0
2016-12-04 00:00:00+00:00,29902.199404761905,0.3334989664715608,2016.0,11.571428571428571,11.5,25.0
2016-12-11 00:00:00+00:00,27430.395833333332,0.3337873899608249,2016.0,12.0,11.5,25.0
2016-12-18 00:00:00+00:00,30463.140873015873,0.3335919006931171,2016.0,12.0,11.5,25.0
2016-12-25 00:00:00+00:00,29215.953373015873,0.33332717289973857,2016.0,12.0,11.5,25.0
2017-01-01 00:00:00+00:00,26882.199404761905,0.3334837581233223,2016.142857142857,10.428571428571429,11.5,25.0
2017-01-08 00:00:00+00:00,28758.959325396827,0.3336899976431887,2017.0,1.0,11.5,25.0
2017-01-15 00:00:00+00:00,31379.640873015873,0.33367454630250004,2017.0,1.0,11.5,25.0
2017-01-22 00:00:00+00:00,32847.8253968254,0.3334623523729812,2017.0,1.0,11.5,25.0
2017-01-29 00:00:00+00:00,32040.109126984127,0.33356313120857933,2017.0,1.0,11.5,25.0
2017-02-05 00:00:00+00:00,30164.93650793651,0.33349968427995585,2017.0,1.7142857142857142,11.5,25.0
2017-02-12 00:00:00+00:00,30294.74603174603,0.33339852063357633,2017.0,2.0,11.5,25.0
2017-02-19 00:00:00+00:00,29579.065476190477,0.33347783882284737,2017.0,2.0,11.5,25.0
2017-02-26 00:00:00+00:00,29148.87400793651,0.3334280039773103,2017.0,2.0,11.5,25.0
2017-03-05 00:00:00+00:00,29011.02876984127,0.3337507748933262,2017.0,2.7142857142857144,11.5,25.0
2017-03-12 00:00:00+00:00,27707.737103174604,0.33356263191845387,2017.0,3.0,11.5,25.0
2017-03-19 00:00:00+00:00,27695.804563492064,0.3335849115885915,2017.0,3.0,11.5,25.0
2017-03-26 00:00:00+00:00,28524.24900793651,0.3335527375482965,2017.0,3.0,11.5,25.0
2017-04-02 00:00:00+00:00,27837.237103174604,0.3335511584648837,2017.0,3.2857142857142856,11.5,25.0
2017-04-09 00:00:00+00:00,27215.626984126986,0.333485520008998,2017.0,4.0,11.5,25.0
2017-04-16 00:00:00+00:00,24464.10515873016,0.33335918296403766,2017.0,4.0,11.5,25.0
2017-04-23 00:00:00+00:00,26253.45138888889,0.33374334425209246,2017.0,4.0,11.5,25.0
2017-04-30 00:00:00+00:00,27095.76785714286,0.3334429759848993,2017.0,4.0,11.5,25.0
2017-05-07 00:00:00+00:00,26036.425595238095,0.33364904336527873,2017.0,5.0,11.5,25.0
2017-05-14 00:00:00+00:00,26893.1875,0.33325093615406354,2017.0,5.0,11.5,25.0
2017-05-21 00:00:00+00:00,26921.321428571428,0.333285919892107,2017.0,5.0,11.5,25.0
2017-05-28 00:00:00+00:00,27935.08134920635,0.33325446636487005,2017.0,5.0,11.5,25.0
2017-06-04 00:00:00+00:00,27798.23511904762,0.33336210517508386,2017.0,5.571428571428571,11.5,25.0
2017-06-11 00:00:00+00:00,28352.766865079364,0.33345840721612036,2017.0,6.0,11.5,25.0
2017-06-18 00:00:00+00:00,31656.93253968254,0.3334086417285746,2017.0,6.0,11.5,25.0
2017-06-25 00:00:00+00:00,31924.45734126984,0.3334950975058753,2017.0,6.0,11.5,25.0
2017-07-02 00:00:00+00:00,28818.877976190477,0.6623836126583099,2017.0,6.285714285714286,11.5,25.0
2017-07-09 00:00:00+00:00,29212.104166666668,0.3332675674674755,2017.0,7.0,11.5,25.0
2017-07-16 00:00:00+00:00,31492.28869047619,0.33341688239062334,2017.0,7.0,11.5,25.0
2017-07-23 00:00:00+00:00,30964.198412698413,0.3333054381667745,2017.0,7.0,11.5,25.0
2017-07-30 00:00:00+00:00,30437.539682539682,0.3334630425615418,2017.0,7.0,11.5,25.0
2017-08-06 00:00:00+00:00,30963.24503968254,0.3335983779736232,2017.0,7.857142857142857,11.5,25.0
2017-08-13 00:00:00+00:00,28185.382936507936,0.33343331763648676,2017.0,8.0,11.5,25.0
2017-08-20 00:00:00+00:00,28109.31349206349,0.33360398568200095,2017.0,8.0,11.5,25.0
2017-08-27 00:00:00+00:00,30013.335317460318,0.3333963061762431,2017.0,8.0,11.5,25.0
2017-09-03 00:00:00+00:00,28463.62896825397,0.3337044410997289,2017.0,8.428571428571429,11.5,25.0
2017-09-10 00:00:00+00:00,28913.08035714286,0.333646877922033,2017.0,9.0,11.5,25.0
2017-09-17 00:00:00+00:00,27898.738095238095,0.333498429278638,2017.0,9.0,11.5,25.0
2017-09-24 00:00:00+00:00,27780.867063492064,0.33369791907301743,2017.0,9.0,11.5,25.0
2017-10-01 00:00:00+00:00,27909.272817460318,0.333497670392262,2017.0,9.142857142857142,11.5,25.0
2017-10-08 00:00:00+00:00,28026.627976190477,0.33333315416213616,2017.0,10.0,11.5,25.0
2017-10-15 00:00:00+00:00,26473.335317460318,0.3335133326247073,2017.0,10.0,11.5,25.0
2017-10-22 00:00:00+00:00,27266.04464285714,0.3339789265319642,2017.0,10.0,11.5,25.0
2017-10-29 00:00:00+00:00,27167.70138888889,0.33390613766677135,2017.0,10.0,11.5,25.0
2017-11-05 00:00:00+00:00,26544.757936507936,0.3338756247979936,2017.0,10.714285714285714,11.5,25.0
2017-11-12 00:00:00+00:00,28370.022817460318,0.33374110373854915,2017.0,11.0,11.5,25.0
2017-11-19 00:00:00+00:00,29593.166666666668,0.3334577999377748,2017.0,11.0,11.5,25.0
2017-11-26 00:00:00+00:00,29829.181547619046,0.33351651293665946,2017.0,11.0,11.5,25.0
2017-12-03 00:00:00+00:00,31482.171626984127,0.3337003471347743,2017.0,11.428571428571429,11.5,25.0
2017-12-10 00:00:00+00:00,30330.126984126986,0.33354741406895405,2017.0,12.0,11.5,25.0
2017-12-17 00:00:00+00:00,31337.41964285714,0.3335290815652444,2017.0,12.0,11.5,25.0
2017-12-24 00:00:00+00:00,30937.23115079365,0.3335286527216103,2017.0,12.0,11.5,25.0
2017-12-31 00:00:00+00:00,26818.92361111111,0.3338586549679942,2017.0,12.0,11.5,25.0
2018-01-07 00:00:00+00:00,27350.63988095238,0.33380064940067833,2018.0,1.0,11.5,25.0
2018-01-14 00:00:00+00:00,32145.259920634922,0.6626650599475449,2018.0,1.0,11.5,25.0
2018-01-21 00:00:00+00:00,31231.71130952381,0.3338167087731197,2018.0,1.0,11.5,25.0
2018-01-28 00:00:00+00:00,30708.690476190477,0.333534802893847,2018.0,1.0,11.5,25.0
2018-02-04 00:00:00+00:00,31508.44146825397,0.33340915438756724,2018.0,1.5714285714285714,11.5,25.0
2018-02-11 00:00:00+00:00,33011.12301587302,0.3334272853479318,2018.0,2.0,11.5,25.0
2018-02-18 00:00:00+00:00,31358.222222222223,0.33369105717711417,2018.0,2.0,11.5,25.0
2018-02-25 00:00:00+00:00,30990.803571428572,0.3336721311132512,2018.0,2.0,11.5,25.0
2018-03-04 00:00:00+00:00,31452.47123015873,0.33377869788721276,2018.0,2.5714285714285716,11.5,25.0
2018-03-11 00:00:00+00:00,30258.616071428572,0.33360545685744203,2018.0,3.0,11.5,25.0
2018-03-18 00:00:00+00:00,29947.18253968254,0.3334407149190271,2018.0,3.0,11.5,25.0
2018-03-25 00:00:00+00:00,30992.921626984127,0.33355416309380964,2018.0,3.0,11.5,25.0
2018-04-01 00:00:00+00:00,27015.069444444445,0.33359133133920404,2018.0,3.142857142857143,11.5,25.0
2018-04-08 00:00:00+00:00,27911.23115079365,0.3335415308861732,2018.0,4.0,11.5,25.0
2018-04-15 00:00:00+00:00,29277.79761904762,0.3333731347378097,2018.0,4.0,11.5,25.0
2018-04-22 00:00:00+00:00,27412.372023809523,0.33329170791694496,2018.0,4.0,11.5,25.0
2018-04-29 00:00:00+00:00,26960.291666666668,0.333276440584704,2018.0,4.0,11.5,25.0
2018-05-06 00:00:00+00:00,26048.71626984127,0.33353942733623054,2018.0,4.857142857142857,11.5,25.0
2018-05-13 00:00:00+00:00,27110.698412698413,0.33347167385167403,2018.0,5.0,11.5,25.0
2018-05-20 00:00:00+00:00,27005.29365079365,0.3333754649324833,2018.0,5.0,11.5,25.0
2018-05-27 00:00:00+00:00,27020.16369047619,0.3331697663703795,2018.0,5.0,11.5,25.0
2018-06-03 00:00:00+00:00,26732.279761904763,0.33329318708347216,2018.0,5.428571428571429,11.5,25.0
2018-06-10 00:00:00+00:00,26885.078373015873,0.3334953263619992,2018.0,6.0,11.5,25.0
2018-06-17 00:00:00+00:00,27693.86011904762,0.3334918417234529,2018.0,6.0,11.5,25.0
2018-06-24 00:00:00+00:00,29520.685515873014,0.3334636624613451,2018.0,6.0,11.5,25.0
2018-07-01 00:00:00+00:00,29864.5376984127,0.3333381633719073,2018.0,6.142857142857143,11.5,25.0
2018-07-08 00:00:00+00:00,29609.409722222223,0.3332383087045602,2018.0,7.0,11.5,25.0
2018-07-15 00:00:00+00:00,30380.86011904762,0.3332807607403126,2018.0,7.0,11.5,25.0
2018-07-22 00:00:00+00:00,29959.209325396827,0.3333984688385784,2018.0,7.0,11.5,25.0
2018-07-29 00:00:00+00:00,30250.822420634922,0.3335340727396399,2018.0,7.0,11.5,25.0
2018-08-05 00:00:00+00:00,31418.55853174603,0.3333486854158012,2018.0,7.714285714285714,11.5,25.0
2018-08-12 00:00:00+00:00,30296.009920634922,0.3334132418806065,2018.0,8.0,11.5,25.0
2018-08-19 00:00:00+00:00,27315.342261904763,0.33327510063642907,2018.0,8.0,11.5,25.0
2018-08-26 00:00:00+00:00,29039.343253968254,0.3335197606779568,2018.0,8.0,11.5,25.0
2018-09-02 00:00:00+00:00,30932.32983682984,0.3335636877009926,2018.0,8.160839160839162,11.41958041958042,25.0
