datetime,value,percentage,ano,mes,hora,min,return-log
2016-05-01 00:00:00+00:00,26718.946428571428,0.3335496230972226,2016.0,4.142857142857143,11.5,25.0,-0.026483391087914754
2016-05-08 00:00:00+00:00,26413.2251984127,0.3335864400304237,2016.0,5.0,11.5,25.0,-0.011508078620833473
2016-05-15 00:00:00+00:00,26823.868055555555,0.3334762860911681,2016.0,5.0,11.5,25.0,0.01542725105485232
2016-05-22 00:00:00+00:00,26298.19146825397,0.33367017097745744,2016.0,5.0,11.5,25.0,-0.01979191890300669
2016-05-29 00:00:00+00:00,26673.007936507936,0.3336418376976146,2016.0,5.0,11.5,25.0,0.01415194400181008
2016-06-05 00:00:00+00:00,26791.025793650795,0.3334350752766336,2016.0,5.714285714285714,11.5,25.0,0.004414857637888403
2016-06-12 00:00:00+00:00,28174.665674603173,0.3333535012202516,2016.0,6.0,11.5,25.0,0.050356220832046716
2016-06-19 00:00:00+00:00,27740.252976190477,0.3333864984332194,2016.0,6.0,11.5,25.0,-0.01553865943484034
2016-06-26 00:00:00+00:00,28000.196428571428,0.33339565329845444,2016.0,6.0,11.5,25.0,0.009326991066176404
2016-07-03 00:00:00+00:00,29389.15873015873,0.33363718638291134,2016.0,6.428571428571429,11.5,25.0,0.04841433020779462
2016-07-10 00:00:00+00:00,30206.535714285714,0.6644858242879663,2016.0,7.0,11.5,25.0,0.027432459682417587
2016-07-17 00:00:00+00:00,29698.384920634922,0.333303123557483,2016.0,7.0,11.5,25.0,-0.01696565079351231
2016-07-24 00:00:00+00:00,30209.261904761905,0.33357292819598794,2016.0,7.0,11.5,25.0,0.017055898397135394
2016-07-31 00:00:00+00:00,30437.972222222223,0.33344305532618673,2016.0,7.0,11.5,25.0,0.00754235225969957
2016-08-07 00:00:00+00:00,29534.845238095237,0.33333197898086814,2016.0,8.0,11.5,25.0,-0.03012015441415805
2016-08-14 00:00:00+00:00,27793.428571428572,0.3334324417594766,2016.0,8.0,11.5,25.0,-0.06077115036492309
2016-08-21 00:00:00+00:00,27704.926587301587,0.33354642960142805,2016.0,8.0,11.5,25.0,-0.003189357914987312
2016-08-28 00:00:00+00:00,29387.48214285714,0.3335034002983912,2016.0,8.0,11.5,25.0,0.05895855370565428
2016-09-04 00:00:00+00:00,30495.243055555555,0.33362811222584016,2016.0,8.571428571428571,11.5,25.0,0.03700189983603863
2016-09-11 00:00:00+00:00,31127.00496031746,0.33325467015570825,2016.0,9.0,11.5,25.0,0.020505063048087635
2016-09-18 00:00:00+00:00,27964.310515873014,0.3334519291450652,2016.0,9.0,11.5,25.0,-0.1071466963885328
2016-09-25 00:00:00+00:00,27421.727182539682,0.33334936033490625,2016.0,9.0,11.5,25.0,-0.01959341068594611
2016-10-02 00:00:00+00:00,27507.818452380954,0.33356724717439384,2016.0,9.285714285714286,11.5,25.0,0.0031346095926672035
2016-10-09 00:00:00+00:00,27386.424603174604,0.3334443369937829,2016.0,10.0,11.5,25.0,-0.004422833446128038
2016-10-16 00:00:00+00:00,26010.01488095238,0.3332510984520402,2016.0,10.0,11.5,25.0,-0.05156578659335409
2016-10-23 00:00:00+00:00,27221.33134920635,0.3335150824455322,2016.0,10.0,11.5,25.0,0.04551925514080857
2016-10-30 00:00:00+00:00,27091.276785714286,0.33371279222664246,2016.0,10.0,11.5,25.0,-0.004789120483517095
2016-11-06 00:00:00+00:00,26055.796626984127,0.33371967349135695,2016.0,10.857142857142858,11.5,25.0,-0.03897152352630329
2016-11-13 00:00:00+00:00,28465.31150793651,0.6558113066766329,2016.0,11.0,11.5,25.0,0.08844594316997778
2016-11-20 00:00:00+00:00,28920.114087301587,0.3337266491912864,2016.0,11.0,11.5,25.0,0.015851136324585013
2016-11-27 00:00:00+00:00,29753.233134920636,0.3335027025089071,2016.0,11.0,11.5,25.0,0.028400460680574113
2016-12-04 00:00:00+00:00,29902.199404761905,0.3334989664715608,2016.0,11.571428571428571,11.5,25.0,0.00499423348822603
2016-12-11 00:00:00+00:00,27430.395833333332,0.3337873899608249,2016.0,12.0,11.5,25.0,-0.08628030086161864
2016-12-18 00:00:00+00:00,30463.140873015873,0.3335919006931171,2016.0,12.0,11.5,25.0,0.10486572130916372
2016-12-25 00:00:00+00:00,29215.953373015873,0.33332717289973857,2016.0,12.0,11.5,25.0,-0.04180254835532082
2017-01-01 00:00:00+00:00,26882.199404761905,0.3334837581233223,2016.142857142857,10.428571428571429,11.5,25.0,-0.08325057306980455
2017-01-08 00:00:00+00:00,28758.959325396827,0.3336899976431887,2017.0,1.0,11.5,25.0,0.06748501200523016
2017-01-15 00:00:00+00:00,31379.640873015873,0.33367454630250004,2017.0,1.0,11.5,25.0,0.08720995537816378
2017-01-22 00:00:00+00:00,32847.8253968254,0.3334623523729812,2017.0,1.0,11.5,25.0,0.04572624198885933
2017-01-29 00:00:00+00:00,32040.109126984127,0.33356313120857933,2017.0,1.0,11.5,25.0,-0.02489701661853516
2017-02-05 00:00:00+00:00,30164.93650793651,0.33349968427995585,2017.0,1.7142857142857142,11.5,25.0,-0.060308321090227324
2017-02-12 00:00:00+00:00,30294.74603174603,0.33339852063357633,2017.0,2.0,11.5,25.0,0.004294092122957949
2017-02-19 00:00:00+00:00,29579.065476190477,0.33347783882284737,2017.0,2.0,11.5,25.0,-0.023907435501319796
2017-02-26 00:00:00+00:00,29148.87400793651,0.3334280039773103,2017.0,2.0,11.5,25.0,-0.014650579151174625
2017-03-05 00:00:00+00:00,29011.02876984127,0.3337507748933262,2017.0,2.7142857142857144,11.5,25.0,-0.0047402244372349855
2017-03-12 00:00:00+00:00,27707.737103174604,0.33356263191845387,2017.0,3.0,11.5,25.0,-0.04596436810268756
2017-03-19 00:00:00+00:00,27695.804563492064,0.3335849115885915,2017.0,3.0,11.5,25.0,-0.0004307500751057347
2017-03-26 00:00:00+00:00,28524.24900793651,0.3335527375482965,2017.0,3.0,11.5,25.0,0.02947362597677916
2017-04-02 00:00:00+00:00,27837.237103174604,0.3335511584648837,2017.0,3.2857142857142856,11.5,25.0,-0.02437997933941105
2017-04-09 00:00:00+00:00,27215.626984126986,0.333485520008998,2017.0,4.0,11.5,25.0,-0.022583258754806934
2017-04-16 00:00:00+00:00,24464.10515873016,0.33335918296403766,2017.0,4.0,11.5,25.0,-0.10658438211621757
2017-04-23 00:00:00+00:00,26253.45138888889,0.33374334425209246,2017.0,4.0,11.5,25.0,0.07059051418946893
2017-04-30 00:00:00+00:00,27095.76785714286,0.3334429759848993,2017.0,4.0,11.5,25.0,0.03158008618093433
2017-05-07 00:00:00+00:00,26036.425595238095,0.33364904336527873,2017.0,5.0,11.5,25.0,-0.039881006066453395
2017-05-14 00:00:00+00:00,26893.1875,0.33325093615406354,2017.0,5.0,11.5,25.0,0.03237645975512393
2017-05-21 00:00:00+00:00,26921.321428571428,0.333285919892107,2017.0,5.0,11.5,25.0,0.0010455890686245084
2017-05-28 00:00:00+00:00,27935.08134920635,0.33325446636487005,2017.0,5.0,11.5,25.0,0.036964704181466246
2017-06-04 00:00:00+00:00,27798.23511904762,0.33336210517508386,2017.0,5.571428571428571,11.5,25.0,-0.004910761240884298
2017-06-11 00:00:00+00:00,28352.766865079364,0.33345840721612036,2017.0,6.0,11.5,25.0,0.019752088308354843
2017-06-18 00:00:00+00:00,31656.93253968254,0.3334086417285746,2017.0,6.0,11.5,25.0,0.1102325401303137
2017-06-25 00:00:00+00:00,31924.45734126984,0.3334950975058753,2017.0,6.0,11.5,25.0,0.008415241656273054
2017-07-02 00:00:00+00:00,28818.877976190477,0.6623836126583099,2017.0,6.285714285714286,11.5,25.0,-0.10234174616028824
2017-07-09 00:00:00+00:00,29212.104166666668,0.3332675674674755,2017.0,7.0,11.5,25.0,0.013552491948024326
2017-07-16 00:00:00+00:00,31492.28869047619,0.33341688239062334,2017.0,7.0,11.5,25.0,0.07515956274770907
2017-07-23 00:00:00+00:00,30964.198412698413,0.3333054381667745,2017.0,7.0,11.5,25.0,-0.016911065212440235
2017-07-30 00:00:00+00:00,30437.539682539682,0.3334630425615418,2017.0,7.0,11.5,25.0,-0.01715494259251038
2017-08-06 00:00:00+00:00,30963.24503968254,0.3335983779736232,2017.0,7.857142857142857,11.5,25.0,0.017124152591733832
2017-08-13 00:00:00+00:00,28185.382936507936,0.33343331763648676,2017.0,8.0,11.5,25.0,-0.09399734919524683
2017-08-20 00:00:00+00:00,28109.31349206349,0.33360398568200095,2017.0,8.0,11.5,25.0,-0.0027025455529496867
2017-08-27 00:00:00+00:00,30013.335317460318,0.3333963061762431,2017.0,8.0,11.5,25.0,0.06554083105463882
2017-09-03 00:00:00+00:00,28463.62896825397,0.3337044410997289,2017.0,8.428571428571429,11.5,25.0,-0.053014697763257956
2017-09-10 00:00:00+00:00,28913.08035714286,0.333646877922033,2017.0,9.0,11.5,25.0,0.015667004520748762
2017-09-17 00:00:00+00:00,27898.738095238095,0.333498429278638,2017.0,9.0,11.5,25.0,-0.03571264199302249
2017-09-24 00:00:00+00:00,27780.867063492064,0.33369791907301743,2017.0,9.0,11.5,25.0,-0.004233909615182441
2017-10-01 00:00:00+00:00,27909.272817460318,0.333497670392262,2017.0,9.142857142857142,11.5,25.0,0.004611444029151812
2017-10-08 00:00:00+00:00,28026.627976190477,0.33333315416213616,2017.0,10.0,11.5,25.0,0.004196064754619755
2017-10-15 00:00:00+00:00,26473.335317460318,0.3335133326247073,2017.0,10.0,11.5,25.0,-0.05701704542853392
2017-10-22 00:00:00+00:00,27266.04464285714,0.3339789265319642,2017.0,10.0,11.5,25.0,0.0295041300880996
2017-10-29 00:00:00+00:00,27167.70138888889,0.33390613766677135,2017.0,10.0,11.5,25.0,-0.0036133232832877837
2017-11-05 00:00:00+00:00,26544.757936507936,0.3338756247979936,2017.0,10.714285714285714,11.5,25.0,-0.023196531780211416
2017-11-12 00:00:00+00:00,28370.022817460318,0.33374110373854915,2017.0,11.0,11.5,25.0,0.06650076609400202
2017-11-19 00:00:00+00:00,29593.166666666668,0.3334577999377748,2017.0,11.0,11.5,25.0,0.04221042572111244
2017-11-26 00:00:00+00:00,29829.181547619046,0.33351651293665946,2017.0,11.0,11.5,25.0,0.007943682103773497
2017-12-03 00:00:00+00:00,31482.171626984127,0.3337003471347743,2017.0,11.428571428571429,11.5,25.0,0.05393424458203455
2017-12-10 00:00:00+00:00,30330.126984126986,0.33354741406895405,2017.0,12.0,11.5,25.0,-0.037279897066943235
2017-12-17 00:00:00+00:00,31337.41964285714,0.3335290815652444,2017.0,12.0,11.5,25.0,0.03267139079074077
2017-12-24 00:00:00+00:00,30937.23115079365,0.3335286527216103,2017.0,12.0,11.5,25.0,-0.01285254901665489
2017-12-31 00:00:00+00:00,26818.92361111111,0.3338586549679942,2017.0,12.0,11.5,25.0,-0.14285260698154723
2018-01-07 00:00:00+00:00,27350.63988095238,0.33380064940067833,2018.0,1.0,11.5,25.0,0.019632181372944757
2018-01-14 00:00:00+00:00,32145.259920634922,0.6626650599475449,2018.0,1.0,11.5,25.0,0.16152507883446177
2018-01-21 00:00:00+00:00,31231.71130952381,0.3338167087731197,2018.0,1.0,11.5,25.0,-0.028831036673139465
2018-01-28 00:00:00+00:00,30708.690476190477,0.333534802893847,2018.0,1.0,11.5,25.0,-0.016888274833869232
2018-02-04 00:00:00+00:00,31508.44146825397,0.33340915438756724,2018.0,1.5714285714285714,11.5,25.0,0.025709801115054276
2018-02-11 00:00:00+00:00,33011.12301587302,0.3334272853479318,2018.0,2.0,11.5,25.0,0.04658907271151591
2018-02-18 00:00:00+00:00,31358.222222222223,0.33369105717711417,2018.0,2.0,11.5,25.0,-0.05136806122831317
2018-02-25 00:00:00+00:00,30990.803571428572,0.3336721311132512,2018.0,2.0,11.5,25.0,-0.011786003045912707
2018-03-04 00:00:00+00:00,31452.47123015873,0.33377869788721276,2018.0,2.5714285714285716,11.5,25.0,0.014787055048126163
2018-03-11 00:00:00+00:00,30258.616071428572,0.33360545685744203,2018.0,3.0,11.5,25.0,-0.038696583806732576
2018-03-18 00:00:00+00:00,29947.18253968254,0.3334407149190271,2018.0,3.0,11.5,25.0,-0.010345724722784055
2018-03-25 00:00:00+00:00,30992.921626984127,0.33355416309380964,2018.0,3.0,11.5,25.0,0.03432359579381661
2018-04-01 00:00:00+00:00,27015.069444444445,0.33359133133920404,2018.0,3.142857142857143,11.5,25.0,-0.1373640059183341
2018-04-08 00:00:00+00:00,27911.23115079365,0.3335415308861732,2018.0,4.0,11.5,25.0,0.03263432015229917
2018-04-15 00:00:00+00:00,29277.79761904762,0.3333731347378097,2018.0,4.0,11.5,25.0,0.047800310302019255
2018-04-22 00:00:00+00:00,27412.372023809523,0.33329170791694496,2018.0,4.0,11.5,25.0,-0.06583502313637091
2018-04-29 00:00:00+00:00,26960.291666666668,0.333276440584704,2018.0,4.0,11.5,25.0,-0.016629340716903585
2018-05-06 00:00:00+00:00,26048.71626984127,0.33353942733623054,2018.0,4.857142857142857,11.5,25.0,-0.03439661696568663
2018-05-13 00:00:00+00:00,27110.698412698413,0.33347167385167403,2018.0,5.0,11.5,25.0,0.03995993784224616
2018-05-20 00:00:00+00:00,27005.29365079365,0.3333754649324833,2018.0,5.0,11.5,25.0,-0.0038955174313226593
2018-05-27 00:00:00+00:00,27020.16369047619,0.3331697663703795,2018.0,5.0,11.5,25.0,0.0005504827090714315
2018-06-03 00:00:00+00:00,26732.279761904763,0.33329318708347216,2018.0,5.428571428571429,11.5,25.0,-0.010711575611249913
2018-06-10 00:00:00+00:00,26885.078373015873,0.3334953263619992,2018.0,6.0,11.5,25.0,0.0056996103527549025
2018-06-17 00:00:00+00:00,27693.86011904762,0.3334918417234529,2018.0,6.0,11.5,25.0,0.029639306893882278
2018-06-24 00:00:00+00:00,29520.685515873014,0.3334636624613451,2018.0,6.0,11.5,25.0,0.06388048927324164
2018-07-01 00:00:00+00:00,29864.5376984127,0.3333381633719073,2018.0,6.142857142857143,11.5,25.0,0.011580524807783377
2018-07-08 00:00:00+00:00,29609.409722222223,0.3332383087045602,2018.0,7.0,11.5,25.0,-0.008579539520043866
2018-07-15 00:00:00+00:00,30380.86011904762,0.3332807607403126,2018.0,7.0,11.5,25.0,0.0257206019500984
2018-07-22 00:00:00+00:00,29959.209325396827,0.3333984688385784,2018.0,7.0,11.5,25.0,-0.013976041490247226
2018-07-29 00:00:00+00:00,30250.822420634922,0.3335340727396399,2018.0,7.0,11.5,25.0,0.00968660427363055
2018-08-05 00:00:00+00:00,31418.55853174603,0.3333486854158012,2018.0,7.714285714285714,11.5,25.0,0.03787538279778069
2018-08-12 00:00:00+00:00,30296.009920634922,0.3334132418806065,2018.0,8.0,11.5,25.0,-0.036382736307700725
2018-08-19 00:00:00+00:00,27315.342261904763,0.33327510063642907,2018.0,8.0,11.5,25.0,-0.10356748610579025
2018-08-26 00:00:00+00:00,29039.343253968254,0.3335197606779568,2018.0,8.0,11.5,25.0,0.06120304252881503
2018-09-02 00:00:00+00:00,30932.32983682984,0.3335636877009926,2018.0,8.160839160839162,11.41958041958042,25.0,0.06315033549872417
